state_name,district_name,district_key,shannon_index_early,simpson_index_early,crop_richness_early,total_cropped_area_early,dominant_crop_early,dominant_crop_share_early,top3_crops_share_early,shannon_index_late,simpson_index_late,crop_richness_late,total_cropped_area_late,dominant_crop_late,dominant_crop_share_late,top3_crops_share_late,shannon_change,simpson_change,richness_change
Sikkim,Gangtok,SIKKIM|GANGTOK,1.7811,0.7531,13,218580.0,Maize,0.4138,0.7406,1.6028,0.7108,10,95045.0,Maize,0.4614,0.7878,-0.1782999999999999,-0.042300000000000004,-3
Sikkim,Gyalshing,SIKKIM|GYALSHING,1.7452,0.7215,13,260939.0,Maize,0.4832,0.7326,1.072,0.4653,10,92242.0,Maize,0.7177,0.8788,-0.6732,-0.25620000000000004,-3
Sikkim,Mangan,SIKKIM|MANGAN,1.7756,0.7709,12,60670.0,Maize,0.402,0.7011,1.5976,0.7011,9,27747.0,Maize,0.4984,0.7767,-0.17800000000000016,-0.06980000000000008,-3
Sikkim,Namchi,SIKKIM|NAMCHI,1.634,0.6702,13,212010.0,Maize,0.548,0.7272,1.4578,0.6149,10,113453.0,Maize,0.601,0.7555,-0.1761999999999999,-0.055300000000000016,-3
Tamil Nadu,Coimbatore,TAMIL NADU|COIMBATORE,2.2739,0.8261,39,2006739.0,Jowar,0.3356,0.6282,1.5525,0.6059,37,727735.0,Coconut,0.5966,0.8281,-0.7213999999999998,-0.22019999999999995,-2
Tamil Nadu,Cuddalore,TAMIL NADU|CUDDALORE,2.031,0.7895,31,2325229.0,Rice,0.3942,0.6543,1.8977,0.7573,33,1522273.0,Rice,0.4392,0.7026,-0.1333000000000002,-0.032200000000000006,2
Tamil Nadu,Dharmapuri,TAMIL NADU|DHARMAPURI,2.6536,0.9018,38,2670864.0,Ragi,0.1914,0.4426,2.8381,0.9275,37,848462.0,Jowar,0.1537,0.3444,0.1844999999999999,0.025699999999999945,-1
Tamil Nadu,Dindigul,TAMIL NADU|DINDIGUL,2.543,0.8804,40,1632346.0,Jowar,0.2528,0.501,2.3367,0.8441,38,807541.0,Jowar,0.2928,0.6348,-0.20630000000000015,-0.0363,-2
Tamil Nadu,Erode,TAMIL NADU|ERODE,2.6338,0.891,40,1869291.0,Groundnut,0.2006,0.5102,2.4881,0.8941,39,667434.0,Rice,0.1737,0.4374,-0.14569999999999972,0.0030999999999999917,-1
Tamil Nadu,Kanchipuram,TAMIL NADU|KANCHIPURAM,1.067,0.4726,29,1590369.0,Rice,0.7043,0.9135,0.8156,0.3465,30,523073.0,Rice,0.8004,0.9337,-0.25139999999999996,-0.12610000000000005,1
Tamil Nadu,Kanniyakumari,TAMIL NADU|KANNIYAKUMARI,1.5057,0.7045,21,443486.0,Rice,0.4697,0.8211,1.2489,0.6212,19,223134.0,Coconut,0.5435,0.925,-0.25680000000000014,-0.08330000000000004,-2
Tamil Nadu,Karur,TAMIL NADU|KARUR,2.3203,0.8434,33,835134.0,Jowar,0.3257,0.5622,2.4028,0.8555,33,301244.0,Jowar,0.2979,0.5772,0.08250000000000002,0.0121,0
Tamil Nadu,Krishnagiri,TAMIL NADU|KRISHNAGIRI,2.2656,0.8369,36,318281.0,Ragi,0.3292,0.5723,2.3795,0.8635,36,739190.0,Ragi,0.2723,0.5473,0.11390000000000011,0.026600000000000068,0
Tamil Nadu,Madurai,TAMIL NADU|MADURAI,2.0521,0.7475,30,1065805.0,Rice,0.475,0.6465,2.2211,0.8253,34,501483.0,Rice,0.3515,0.5779,0.16900000000000004,0.07779999999999998,4
Tamil Nadu,Nagapattinam,TAMIL NADU|NAGAPATTINAM,1.0477,0.496,26,1828307.0,Rice,0.6799,0.942,1.0681,0.5157,19,1248103.0,Rice,0.6662,0.9489,0.020399999999999974,0.01970000000000005,-7
Tamil Nadu,Namakkal,TAMIL NADU|NAMAKKAL,2.3987,0.8524,41,1509615.0,Groundnut,0.2932,0.5758,2.1818,0.8017,36,905023.0,Jowar,0.3871,0.6455,-0.21689999999999987,-0.05070000000000008,-5
