div_key,shrug_key,method,score,n_sharing_parent
LADAKH|LEH LADAKH,JAMMU KASHMIR|LEH LADAKH,parent_map,1.0,1.0
MADHYA PRADESH|AGAR MALWA,MADHYA PRADESH|SHAJAPUR,parent_map,1.0,2.0
MADHYA PRADESH|ALIRAJPUR,MADHYA PRADESH|ALIRAJPUR,exact,1.0,1.0
MADHYA PRADESH|ANUPPUR,MADHYA PRADESH|ANUPPUR,exact,1.0,1.0
MADHYA PRADESH|ASHOKNAGAR,MADHYA PRADESH|ASHOKNAGAR,exact,1.0,1.0
MADHYA PRADESH|BALAGHAT,MADHYA PRADESH|BALAGHAT,exact,1.0,1.0
MADHYA PRADESH|BARWANI,MADHYA PRADESH|BARWANI,exact,1.0,1.0
MADHYA PRADESH|BETUL,MADHYA PRADESH|BETUL,exact,1.0,1.0
MADHYA PRADESH|BHIND,MADHYA PRADESH|BHIND,exact,1.0,1.0
MADHYA PRADESH|BHOPAL,MADHYA PRADESH|BHOPAL,exact,1.0,1.0
MADHYA PRADESH|BURHANPUR,MADHYA PRADESH|BURHANPUR,exact,1.0,1.0
MADHYA PRADESH|CHHATARPUR,MADHYA PRADESH|CHHATARPUR,exact,1.0,1.0
MADHYA PRADESH|CHHINDWARA,MADHYA PRADESH|CHHINDWARA,exact,1.0,1.0
MADHYA PRADESH|DAKSHIN BASTAR DANTEWADA,CHHATTISGARH|DAKSHIN BASTAR DANTEWADA,parent_map,1.0,3.0
MADHYA PRADESH|DAMOH,MADHYA PRADESH|DAMOH,exact,1.0,1.0
MADHYA PRADESH|DATIA,MADHYA PRADESH|DATIA,exact,1.0,1.0
MADHYA PRADESH|DEWAS,MADHYA PRADESH|DEWAS,exact,1.0,1.0
MADHYA PRADESH|DHAR,MADHYA PRADESH|DHAR,exact,1.0,1.0
MADHYA PRADESH|DINDORI,MADHYA PRADESH|DINDORI,exact,1.0,1.0
MADHYA PRADESH|GUNA,MADHYA PRADESH|GUNA,exact,1.0,1.0
MADHYA PRADESH|GWALIOR,MADHYA PRADESH|GWALIOR,exact,1.0,1.0
MADHYA PRADESH|HARDA,MADHYA PRADESH|HARDA,exact,1.0,1.0
MADHYA PRADESH|HOSHANGABAD,MADHYA PRADESH|HOSHANGABAD,exact,1.0,1.0
MADHYA PRADESH|INDORE,MADHYA PRADESH|INDORE,exact,1.0,1.0
MADHYA PRADESH|JABALPUR,MADHYA PRADESH|JABALPUR,exact,1.0,1.0
MADHYA PRADESH|JHABUA,MADHYA PRADESH|JHABUA,exact,1.0,1.0
MADHYA PRADESH|KABIRDHAM,CHHATTISGARH|KABEERDHAM,parent_map,1.0,2.0
MADHYA PRADESH|KATNI,MADHYA PRADESH|KATNI,exact,1.0,1.0
MADHYA PRADESH|KHANDWA,MADHYA PRADESH|EAST NIMAR,parent_map,1.0,1.0
MADHYA PRADESH|KHARGONE,MADHYA PRADESH|WEST NIMAR,parent_map,1.0,1.0
MADHYA PRADESH|KOREA,CHHATTISGARH|KORIYA,parent_map,1.0,2.0
MADHYA PRADESH|MANDLA,MADHYA PRADESH|MANDLA,exact,1.0,1.0
MADHYA PRADESH|MANDSAUR,MADHYA PRADESH|MANDSAUR,exact,1.0,1.0
MADHYA PRADESH|MORENA,MADHYA PRADESH|MORENA,exact,1.0,1.0
MADHYA PRADESH|NARSINGHPUR,MADHYA PRADESH|NARSIMHAPUR,fuzzy_review,0.818,1.0
MADHYA PRADESH|NEEMUCH,MADHYA PRADESH|NEEMUCH,exact,1.0,1.0
MADHYA PRADESH|NIWARI,MADHYA PRADESH|TIKAMGARH,parent_map,1.0,2.0
MADHYA PRADESH|PANNA,MADHYA PRADESH|PANNA,exact,1.0,1.0
MADHYA PRADESH|RAISEN,MADHYA PRADESH|RAISEN,exact,1.0,1.0
MADHYA PRADESH|RAJGARH,MADHYA PRADESH|RAJGARH,exact,1.0,1.0
MADHYA PRADESH|RATLAM,MADHYA PRADESH|RATLAM,exact,1.0,1.0
MADHYA PRADESH|REWA,MADHYA PRADESH|REWA,exact,1.0,1.0
MADHYA PRADESH|SAGAR,MADHYA PRADESH|SAGAR,exact,1.0,1.0
MADHYA PRADESH|SATNA,MADHYA PRADESH|SATNA,exact,1.0,1.0
MADHYA PRADESH|SEHORE,MADHYA PRADESH|SEHORE,exact,1.0,1.0
MADHYA PRADESH|SEONI,MADHYA PRADESH|SEONI,exact,1.0,1.0
MADHYA PRADESH|SHAHDOL,MADHYA PRADESH|SHAHDOL,exact,1.0,1.0
MADHYA PRADESH|SHAJAPUR,MADHYA PRADESH|SHAJAPUR,exact,1.0,2.0
MADHYA PRADESH|SHEOPUR,MADHYA PRADESH|SHEOPUR,exact,1.0,1.0
MADHYA PRADESH|SHIVPURI,MADHYA PRADESH|SHIVPURI,exact,1.0,1.0
MADHYA PRADESH|SIDHI,MADHYA PRADESH|SIDHI,exact,1.0,1.0
MADHYA PRADESH|SINGRAULI,MADHYA PRADESH|SINGRAULI,exact,1.0,1.0
MADHYA PRADESH|TIKAMGARH,MADHYA PRADESH|TIKAMGARH,exact,1.0,2.0
MADHYA PRADESH|UJJAIN,MADHYA PRADESH|UJJAIN,exact,1.0,1.0
MADHYA PRADESH|UMARIA,MADHYA PRADESH|UMARIA,exact,1.0,1.0
MADHYA PRADESH|VIDISHA,MADHYA PRADESH|VIDISHA,exact,1.0,1.0
MAHARASHTRA|AHMEDNAGAR,MAHARASHTRA|AHMADNAGAR,fuzzy_auto,0.9,1.0
MAHARASHTRA|AKOLA,MAHARASHTRA|AKOLA,exact,1.0,1.0
MAHARASHTRA|AMRAVATI,MAHARASHTRA|AMRAVATI,exact,1.0,1.0
MAHARASHTRA|AURANGABAD,MAHARASHTRA|AURANGABAD,exact,1.0,1.0
MAHARASHTRA|BEED,MAHARASHTRA|BID,parent_map,1.0,1.0
MAHARASHTRA|BHANDARA,MAHARASHTRA|BHANDARA,exact,1.0,1.0
MAHARASHTRA|BULDHANA,MAHARASHTRA|BULDANA,fuzzy_auto,0.933,1.0
MAHARASHTRA|CHANDRAPUR,MAHARASHTRA|CHANDRAPUR,exact,1.0,1.0
MAHARASHTRA|DHULE,MAHARASHTRA|DHULE,exact,1.0,1.0
MAHARASHTRA|GADCHIROLI,MAHARASHTRA|GADCHIROLI,exact,1.0,1.0
MAHARASHTRA|GONDIA,MAHARASHTRA|GONDIYA,fuzzy_auto,0.923,1.0
MAHARASHTRA|HINGOLI,MAHARASHTRA|HINGOLI,exact,1.0,1.0
MAHARASHTRA|JALGAON,MAHARASHTRA|JALGAON,exact,1.0,1.0
MAHARASHTRA|JALNA,MAHARASHTRA|JALNA,exact,1.0,1.0
MAHARASHTRA|KOLHAPUR,MAHARASHTRA|KOLHAPUR,exact,1.0,1.0
MAHARASHTRA|LATUR,MAHARASHTRA|LATUR,exact,1.0,1.0
MAHARASHTRA|MUMBAI,,unmatched,0.0,
MAHARASHTRA|MUMBAI SUBURBAN,MAHARASHTRA|MUMBAI SUBURBAN,exact,1.0,1.0
MAHARASHTRA|NAGPUR,MAHARASHTRA|NAGPUR,exact,1.0,1.0
MAHARASHTRA|NANDED,MAHARASHTRA|NANDED,exact,1.0,1.0
MAHARASHTRA|NANDURBAR,MAHARASHTRA|NANDURBAR,exact,1.0,1.0
MAHARASHTRA|NASHIK,MAHARASHTRA|NASHIK,exact,1.0,1.0
MAHARASHTRA|OSMANABAD,MAHARASHTRA|OSMANABAD,exact,1.0,1.0
MAHARASHTRA|PALGHAR,MAHARASHTRA|THANE,parent_map,1.0,2.0
MAHARASHTRA|PARBHANI,MAHARASHTRA|PARBHANI,exact,1.0,1.0
MAHARASHTRA|PUNE,MAHARASHTRA|PUNE,exact,1.0,1.0
MAHARASHTRA|RAIGAD,MAHARASHTRA|RAIGARH,fuzzy_review,0.769,1.0
MAHARASHTRA|RATNAGIRI,MAHARASHTRA|RATNAGIRI,exact,1.0,1.0
MAHARASHTRA|SANGLI,MAHARASHTRA|SANGLI,exact,1.0,1.0
MAHARASHTRA|SATARA,MAHARASHTRA|SATARA,exact,1.0,1.0
MAHARASHTRA|SINDHUDURG,MAHARASHTRA|SINDHUDURG,exact,1.0,1.0
MAHARASHTRA|SOLAPUR,MAHARASHTRA|SOLAPUR,exact,1.0,1.0
MAHARASHTRA|THANE,MAHARASHTRA|THANE,exact,1.0,2.0
MAHARASHTRA|WARDHA,MAHARASHTRA|WARDHA,exact,1.0,1.0
MAHARASHTRA|WASHIM,MAHARASHTRA|WASHIM,exact,1.0,1.0
MAHARASHTRA|YAVATMAL,MAHARASHTRA|YAVATMAL,exact,1.0,1.0
MANIPUR|BISHNUPUR,MANIPUR|BISHNUPUR,exact,1.0,1.0
MANIPUR|CHANDEL,MANIPUR|CHANDEL,exact,1.0,1.0
MANIPUR|CHURACHANDPUR,MANIPUR|CHURACHANDPUR,exact,1.0,1.0
MANIPUR|IMPHAL EAST,MANIPUR|IMPHAL EAST,exact,1.0,1.0
MANIPUR|IMPHAL WEST,MANIPUR|IMPHAL WEST,exact,1.0,1.0
MANIPUR|SENAPATI,MANIPUR|SENAPATI,exact,1.0,1.0
MANIPUR|TAMENGLONG,MANIPUR|TAMENGLONG,exact,1.0,1.0
MANIPUR|THOUBAL,MANIPUR|THOUBAL,exact,1.0,1.0
MANIPUR|UKHRUL,MANIPUR|UKHRUL,exact,1.0,1.0
MEGHALAYA|EAST GARO HILLS,MEGHALAYA|EAST GARO HILLS,exact,1.0,2.0
MEGHALAYA|EAST JAINTIA HILLS,MEGHALAYA|JAINTIA HILLS,fuzzy_review,0.839,2.0
MEGHALAYA|EAST KHASI HILLS,MEGHALAYA|EAST KHASI HILLS,exact,1.0,1.0
MEGHALAYA|NORTH GARO HILLS,MEGHALAYA|EAST GARO HILLS,parent_map,1.0,2.0
MEGHALAYA|RI BHOI,MEGHALAYA|RIBHOI,fuzzy_auto,0.923,1.0
MEGHALAYA|SOUTH GARO HILLS,MEGHALAYA|SOUTH GARO HILLS,exact,1.0,1.0
MEGHALAYA|SOUTH WEST GARO HILLS,MEGHALAYA|WEST GARO HILLS,parent_map,1.0,2.0
MEGHALAYA|SOUTH WEST KHASI HILLS,MEGHALAYA|WEST KHASI HILLS,fuzzy_review,0.842,2.0
MEGHALAYA|WEST GARO HILLS,MEGHALAYA|WEST GARO HILLS,exact,1.0,2.0
MEGHALAYA|WEST JAINTIA HILLS,MEGHALAYA|JAINTIA HILLS,fuzzy_review,0.839,2.0
MEGHALAYA|WEST KHASI HILLS,MEGHALAYA|WEST KHASI HILLS,exact,1.0,2.0
MIZORAM|AIZAWL,MIZORAM|AIZAWL,exact,1.0,1.0
MIZORAM|CHAMPHAI,MIZORAM|CHAMPHAI,exact,1.0,1.0
MIZORAM|KOLASIB,MIZORAM|KOLASIB,exact,1.0,1.0
MIZORAM|LAWNGTLAI,MIZORAM|LAWNGTLAI,exact,1.0,1.0
MIZORAM|LUNGLEI,MIZORAM|LUNGLEI,exact,1.0,1.0
MIZORAM|MAMIT,MIZORAM|MAMIT,exact,1.0,1.0
MIZORAM|SAIHA,MIZORAM|SAIHA,exact,1.0,1.0
MIZORAM|SERCHHIP,MIZORAM|SERCHHIP,exact,1.0,1.0
NAGALAND|DIMAPUR,NAGALAND|DIMAPUR,exact,1.0,1.0
NAGALAND|KIPHIRE,NAGALAND|KIPHIRE,exact,1.0,1.0
NAGALAND|KOHIMA,NAGALAND|KOHIMA,exact,1.0,1.0
NAGALAND|LONGLENG,NAGALAND|LONGLENG,exact,1.0,1.0
NAGALAND|MOKOKCHUNG,NAGALAND|MOKOKCHUNG,exact,1.0,1.0
NAGALAND|MON,NAGALAND|MON,exact,1.0,1.0
NAGALAND|PEREN,NAGALAND|PEREN,exact,1.0,1.0
NAGALAND|PHEK,NAGALAND|PHEK,exact,1.0,1.0
NAGALAND|TUENSANG,NAGALAND|TUENSANG,exact,1.0,1.0
NAGALAND|WOKHA,NAGALAND|WOKHA,exact,1.0,1.0
NAGALAND|ZUNHEBOTO,NAGALAND|ZUNHEBOTO,exact,1.0,1.0
ODISHA|ANUGUL,ODISHA|ANUGUL,exact,1.0,1.0
ODISHA|BALANGIR,ODISHA|BALANGIR,exact,1.0,1.0
ODISHA|BALESHWAR,ODISHA|BALESHWAR,exact,1.0,1.0
ODISHA|BARGARH,ODISHA|BARGARH,exact,1.0,1.0
ODISHA|BHADRAK,ODISHA|BHADRAK,exact,1.0,1.0
ODISHA|BOUDH,ODISHA|BAUDH,fuzzy_review,0.8,1.0
ODISHA|CUTTACK,ODISHA|CUTTACK,exact,1.0,1.0
ODISHA|DEOGARH,ODISHA|DEBAGARH,fuzzy_review,0.8,1.0
ODISHA|DHENKANAL,ODISHA|DHENKANAL,exact,1.0,1.0
ODISHA|GAJAPATI,ODISHA|GAJAPATI,exact,1.0,1.0
ODISHA|GANJAM,ODISHA|GANJAM,exact,1.0,1.0
ODISHA|JAGATSINGHAPUR,ODISHA|JAGATSINGHAPUR,exact,1.0,1.0
ODISHA|JAJAPUR,ODISHA|JAJAPUR,exact,1.0,1.0
ODISHA|JHARSUGUDA,ODISHA|JHARSUGUDA,exact,1.0,1.0
ODISHA|KALAHANDI,ODISHA|KALAHANDI,exact,1.0,1.0
ODISHA|KANDHAMAL,ODISHA|KANDHAMAL,exact,1.0,1.0
ODISHA|KENDRAPARA,ODISHA|KENDRAPARA,exact,1.0,1.0
ODISHA|KENDUJHAR,ODISHA|KENDUJHAR,exact,1.0,1.0
ODISHA|KHORDHA,ODISHA|KHORDHA,exact,1.0,1.0
ODISHA|KORAPUT,ODISHA|KORAPUT,exact,1.0,1.0
ODISHA|MALKANGIRI,ODISHA|MALKANGIRI,exact,1.0,1.0
ODISHA|MAYURBHANJ,ODISHA|MAYURBHANJ,exact,1.0,1.0
ODISHA|NABARANGPUR,ODISHA|NABARANGAPUR,fuzzy_auto,0.957,1.0
ODISHA|NAYAGARH,ODISHA|NAYAGARH,exact,1.0,1.0
ODISHA|NUAPADA,ODISHA|NUAPADA,exact,1.0,1.0
ODISHA|PURI,ODISHA|PURI,exact,1.0,1.0
ODISHA|RAYAGADA,ODISHA|RAYAGADA,exact,1.0,1.0
ODISHA|SAMBALPUR,ODISHA|SAMBALPUR,exact,1.0,1.0
ODISHA|SONEPUR,ODISHA|SUBARNAPUR,parent_map,1.0,1.0
ODISHA|SUNDARGARH,ODISHA|SUNDARGARH,exact,1.0,1.0
PUDUCHERRY|KARAIKAL,PUDUCHERRY|KARAIKAL,exact,1.0,1.0
PUDUCHERRY|MAHE,PUDUCHERRY|MAHE,exact,1.0,1.0
PUDUCHERRY|PONDICHERRY,PUDUCHERRY|PUDUCHERRY,fuzzy_review,0.762,1.0
PUDUCHERRY|YANAM,PUDUCHERRY|YANAM,exact,1.0,1.0
PUNJAB|AMRITSAR,PUNJAB|AMRITSAR,exact,1.0,1.0
PUNJAB|BARNALA,PUNJAB|BARNALA,exact,1.0,1.0
PUNJAB|BATHINDA,PUNJAB|BATHINDA,exact,1.0,1.0
PUNJAB|FARIDKOT,PUNJAB|FARIDKOT,exact,1.0,1.0
PUNJAB|FATEHGARH SAHIB,PUNJAB|FATEHGARH SAHIB,exact,1.0,1.0
PUNJAB|FAZILKA,PUNJAB|FIROZPUR,parent_map,1.0,2.0
PUNJAB|FIROZEPUR,PUNJAB|FIROZPUR,fuzzy_auto,0.941,2.0
PUNJAB|GURDASPUR,PUNJAB|GURDASPUR,exact,1.0,2.0
PUNJAB|HOSHIARPUR,PUNJAB|HOSHIARPUR,exact,1.0,1.0
PUNJAB|JALANDHAR,PUNJAB|JALANDHAR,exact,1.0,1.0
PUNJAB|KAPURTHALA,PUNJAB|KAPURTHALA,exact,1.0,1.0
PUNJAB|LUDHIANA,PUNJAB|LUDHIANA,exact,1.0,1.0
PUNJAB|MANSA,PUNJAB|MANSA,exact,1.0,1.0
PUNJAB|MOGA,PUNJAB|MOGA,exact,1.0,1.0
PUNJAB|MUKTSAR,PUNJAB|MUKTSAR,exact,1.0,1.0
PUNJAB|PATHANKOT,PUNJAB|GURDASPUR,parent_map,1.0,2.0
PUNJAB|PATIALA,PUNJAB|PATIALA,exact,1.0,1.0
PUNJAB|RUPNAGAR,PUNJAB|RUPNAGAR,exact,1.0,1.0
PUNJAB|S.A.S NAGAR,PUNJAB|SAHIBZADA AJIT SINGH NAGAR,parent_map,1.0,1.0
PUNJAB|SANGRUR,PUNJAB|SANGRUR,exact,1.0,1.0
PUNJAB|SHAHID BHAGAT SINGH NAGAR,PUNJAB|SHAHID BHAGAT SINGH NAGAR,exact,1.0,1.0
PUNJAB|TARN TARAN,PUNJAB|TARN TARAN,exact,1.0,1.0
RAJASTHAN|AJMER,RAJASTHAN|AJMER,exact,1.0,1.0
RAJASTHAN|ALWAR,RAJASTHAN|ALWAR,exact,1.0,1.0
RAJASTHAN|BANSWARA,RAJASTHAN|BANSWARA,exact,1.0,1.0
RAJASTHAN|BARAN,RAJASTHAN|BARAN,exact,1.0,1.0
RAJASTHAN|BARMER,RAJASTHAN|BARMER,exact,1.0,1.0
RAJASTHAN|BHARATPUR,RAJASTHAN|BHARATPUR,exact,1.0,1.0
RAJASTHAN|BHILWARA,RAJASTHAN|BHILWARA,exact,1.0,1.0
RAJASTHAN|BIKANER,RAJASTHAN|BIKANER,exact,1.0,1.0
RAJASTHAN|BUNDI,RAJASTHAN|BUNDI,exact,1.0,1.0
RAJASTHAN|CHITTORGARH,RAJASTHAN|CHITTAURGARH,fuzzy_auto,0.87,1.0
RAJASTHAN|CHURU,RAJASTHAN|CHURU,exact,1.0,1.0
RAJASTHAN|DAUSA,RAJASTHAN|DAUSA,exact,1.0,1.0
RAJASTHAN|DHOLPUR,RAJASTHAN|DHAULPUR,fuzzy_review,0.8,1.0
RAJASTHAN|DUNGARPUR,RAJASTHAN|DUNGARPUR,exact,1.0,1.0
RAJASTHAN|GANGANAGAR,RAJASTHAN|GANGANAGAR,exact,1.0,1.0
RAJASTHAN|HANUMANGARH,RAJASTHAN|HANUMANGARH,exact,1.0,1.0
RAJASTHAN|JAIPUR,RAJASTHAN|JAIPUR,exact,1.0,1.0
RAJASTHAN|JAISALMER,RAJASTHAN|JAISALMER,exact,1.0,1.0
RAJASTHAN|JALORE,RAJASTHAN|JALOR,fuzzy_auto,0.909,1.0
RAJASTHAN|JHALAWAR,RAJASTHAN|JHALAWAR,exact,1.0,1.0
RAJASTHAN|JHUNJHUNU,RAJASTHAN|JHUNJHUNUN,fuzzy_auto,0.947,1.0
RAJASTHAN|JODHPUR,RAJASTHAN|JODHPUR,exact,1.0,1.0
RAJASTHAN|KARAULI,RAJASTHAN|KARAULI,exact,1.0,1.0
RAJASTHAN|KOTA,RAJASTHAN|KOTA,exact,1.0,1.0
RAJASTHAN|NAGAUR,RAJASTHAN|NAGAUR,exact,1.0,1.0
RAJASTHAN|PALI,RAJASTHAN|PALI,exact,1.0,1.0
RAJASTHAN|PRATAPGARH,RAJASTHAN|PRATAPGARH,exact,1.0,1.0
RAJASTHAN|RAJSAMAND,RAJASTHAN|RAJSAMAND,exact,1.0,1.0
RAJASTHAN|SAWAI MADHOPUR,RAJASTHAN|SAWAI MADHOPUR,exact,1.0,1.0
RAJASTHAN|SIKAR,RAJASTHAN|SIKAR,exact,1.0,1.0
RAJASTHAN|SIROHI,RAJASTHAN|SIROHI,exact,1.0,1.0
RAJASTHAN|TONK,RAJASTHAN|TONK,exact,1.0,1.0
RAJASTHAN|UDAIPUR,RAJASTHAN|UDAIPUR,exact,1.0,1.0
SIKKIM|GANGTOK,SIKKIM|EAST DISTRICT,parent_map,1.0,1.0
SIKKIM|GYALSHING,SIKKIM|WEST DISTRICT,parent_map,1.0,1.0
SIKKIM|MANGAN,SIKKIM|NORTH DISTRICT,parent_map,1.0,1.0
SIKKIM|NAMCHI,SIKKIM|SOUTH DISTRICT,parent_map,1.0,1.0
TAMIL NADU|ARIYALUR,TAMIL NADU|ARIYALUR,exact,1.0,1.0
TAMIL NADU|CHENGALPATTU,TAMIL NADU|KANCHEEPURAM,parent_map,1.0,2.0
TAMIL NADU|CHENNAI,TAMIL NADU|CHENNAI,exact,1.0,1.0
TAMIL NADU|COIMBATORE,TAMIL NADU|COIMBATORE,exact,1.0,1.0
TAMIL NADU|CUDDALORE,TAMIL NADU|CUDDALORE,exact,1.0,1.0
TAMIL NADU|DHARMAPURI,TAMIL NADU|DHARMAPURI,exact,1.0,1.0
TAMIL NADU|DINDIGUL,TAMIL NADU|DINDIGUL,exact,1.0,1.0
TAMIL NADU|ERODE,TAMIL NADU|ERODE,exact,1.0,1.0
TAMIL NADU|KALLAKURICHI,TAMIL NADU|VILUPPURAM,parent_map,1.0,2.0
TAMIL NADU|KANCHIPURAM,TAMIL NADU|KANCHEEPURAM,fuzzy_auto,0.87,2.0
TAMIL NADU|KANNIYAKUMARI,TAMIL NADU|KANNIYAKUMARI,exact,1.0,1.0
TAMIL NADU|KARUR,TAMIL NADU|KARUR,exact,1.0,1.0
TAMIL NADU|KRISHNAGIRI,TAMIL NADU|KRISHNAGIRI,exact,1.0,1.0
TAMIL NADU|MADURAI,TAMIL NADU|MADURAI,exact,1.0,1.0
TAMIL NADU|NAGAPATTINAM,TAMIL NADU|NAGAPATTINAM,exact,1.0,1.0
TAMIL NADU|NAMAKKAL,TAMIL NADU|NAMAKKAL,exact,1.0,1.0
TAMIL NADU|PERAMBALUR,TAMIL NADU|PERAMBALUR,exact,1.0,1.0
TAMIL NADU|PUDUKKOTTAI,TAMIL NADU|PUDUKKOTTAI,exact,1.0,1.0
TAMIL NADU|RAMANATHAPURAM,TAMIL NADU|RAMANATHAPURAM,exact,1.0,1.0
TAMIL NADU|RANIPET,TAMIL NADU|VELLORE,parent_map,1.0,3.0
TAMIL NADU|SALEM,TAMIL NADU|SALEM,exact,1.0,1.0
TAMIL NADU|SIVAGANGA,TAMIL NADU|SIVAGANGA,exact,1.0,1.0
TAMIL NADU|TENKASI,TAMIL NADU|TIRUNELVELI,parent_map,1.0,2.0
TAMIL NADU|THANJAVUR,TAMIL NADU|THANJAVUR,exact,1.0,1.0
TAMIL NADU|THE NILGIRIS,TAMIL NADU|THE NILGIRIS,exact,1.0,1.0
TAMIL NADU|THENI,TAMIL NADU|THENI,exact,1.0,1.0
TAMIL NADU|THIRUVALLUR,TAMIL NADU|THIRUVALLUR,exact,1.0,1.0
TAMIL NADU|THIRUVARUR,TAMIL NADU|THIRUVARUR,exact,1.0,1.0
TAMIL NADU|TIRUCHIRAPPALLI,TAMIL NADU|TIRUCHIRAPPALLI,exact,1.0,1.0
TAMIL NADU|TIRUNELVELI,TAMIL NADU|TIRUNELVELI,exact,1.0,2.0
TAMIL NADU|TIRUPATHUR,TAMIL NADU|VELLORE,parent_map,1.0,3.0
TAMIL NADU|TIRUPPUR,TAMIL NADU|TIRUPPUR,exact,1.0,1.0
TAMIL NADU|TIRUVANNAMALAI,TAMIL NADU|TIRUVANNAMALAI,exact,1.0,1.0
TAMIL NADU|TUTICORIN,TAMIL NADU|THOOTHUKKUDI,parent_map,1.0,1.0
TAMIL NADU|VELLORE,TAMIL NADU|VELLORE,exact,1.0,3.0
TAMIL NADU|VILLUPURAM,TAMIL NADU|VILUPPURAM,fuzzy_auto,0.9,2.0
TAMIL NADU|VIRUDHUNAGAR,TAMIL NADU|VIRUDHUNAGAR,exact,1.0,1.0
TELANGANA|ADILABAD,ANDHRA PRADESH|ADILABAD,parent_map,1.0,4.0
TELANGANA|BHADRADRI,ANDHRA PRADESH|KHAMMAM,parent_map,1.0,3.0
TELANGANA|HANUMAKONDA,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|HYDERABAD,ANDHRA PRADESH|HYDERABAD,parent_map,1.0,1.0
TELANGANA|JAGITIAL,ANDHRA PRADESH|KARIMNAGAR,parent_map,1.0,5.0
TELANGANA|JANGOAN,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|JAYASHANKAR,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|JOGULAMBA,ANDHRA PRADESH|MAHBUBNAGAR,parent_map,1.0,5.0
TELANGANA|KAMAREDDY,ANDHRA PRADESH|NIZAMABAD,parent_map,1.0,3.0
TELANGANA|KARIMNAGAR,ANDHRA PRADESH|KARIMNAGAR,parent_map,1.0,5.0
TELANGANA|KHAMMAM,ANDHRA PRADESH|KHAMMAM,parent_map,1.0,3.0
TELANGANA|KOMARAM BHEEM ASIFABAD,ANDHRA PRADESH|ADILABAD,parent_map,1.0,4.0
TELANGANA|MAHABUBABAD,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|MAHABUBNAGAR,ANDHRA PRADESH|MAHBUBNAGAR,parent_map,1.0,5.0
TELANGANA|MANCHERIAL,ANDHRA PRADESH|ADILABAD,parent_map,1.0,4.0
TELANGANA|MEDAK,ANDHRA PRADESH|MEDAK,parent_map,1.0,4.0
TELANGANA|MEDCHAL MALKAJGIRI,ANDHRA PRADESH|RANGAREDDY,parent_map,1.0,4.0
TELANGANA|MULUGU,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|NAGARKURNOOL,ANDHRA PRADESH|MAHBUBNAGAR,parent_map,1.0,5.0
TELANGANA|NALGONDA,ANDHRA PRADESH|NALGONDA,parent_map,1.0,4.0
TELANGANA|NARAYANAPET,ANDHRA PRADESH|MAHBUBNAGAR,parent_map,1.0,5.0
TELANGANA|NIRMAL,ANDHRA PRADESH|ADILABAD,parent_map,1.0,4.0
TELANGANA|NIZAMABAD,ANDHRA PRADESH|NIZAMABAD,parent_map,1.0,3.0
TELANGANA|PEDDAPALLI,ANDHRA PRADESH|KARIMNAGAR,parent_map,1.0,5.0
TELANGANA|RAJANNA,ANDHRA PRADESH|KARIMNAGAR,parent_map,1.0,5.0
TELANGANA|RANGAREDDI,ANDHRA PRADESH|RANGAREDDY,parent_map,1.0,4.0
TELANGANA|SANGAREDDY,ANDHRA PRADESH|MEDAK,parent_map,1.0,4.0
TELANGANA|SIDDIPET,ANDHRA PRADESH|MEDAK,parent_map,1.0,4.0
TELANGANA|SURYAPET,ANDHRA PRADESH|NALGONDA,parent_map,1.0,4.0
TELANGANA|VIKARABAD,ANDHRA PRADESH|RANGAREDDY,parent_map,1.0,4.0
TELANGANA|WANAPARTHY,ANDHRA PRADESH|MAHBUBNAGAR,parent_map,1.0,5.0
TELANGANA|WARANGAL,ANDHRA PRADESH|WARANGAL,parent_map,1.0,7.0
TELANGANA|YADADRI,ANDHRA PRADESH|NALGONDA,parent_map,1.0,4.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU|DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI|DADRA NAGAR HAVELI,fuzzy_auto,0.9,1.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU|DAMAN,,unmatched,0.0,
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU|DIU,,unmatched,0.0,
TRIPURA|DHALAI,TRIPURA|DHALAI,exact,1.0,1.0
TRIPURA|GOMATI,TRIPURA|SOUTH TRIPURA,parent_map,1.0,2.0
TRIPURA|KHOWAI,TRIPURA|WEST TRIPURA,parent_map,1.0,3.0
TRIPURA|NORTH TRIPURA,TRIPURA|NORTH TRIPURA,exact,1.0,2.0
TRIPURA|SEPAHIJALA,TRIPURA|WEST TRIPURA,parent_map,1.0,3.0
TRIPURA|SOUTH TRIPURA,TRIPURA|SOUTH TRIPURA,exact,1.0,2.0
TRIPURA|UNAKOTI,TRIPURA|NORTH TRIPURA,parent_map,1.0,2.0
TRIPURA|WEST TRIPURA,TRIPURA|WEST TRIPURA,exact,1.0,3.0
UTTAR PRADESH|AGRA,UTTAR PRADESH|AGRA,exact,1.0,1.0
