div_key,state_name,district_name,mkt_type,idx_output_market,idx_input_supply,idx_postharvest,idx_connectivity,m_mandi_vshare,m_weekly_haat_vshare,m_fert_shop_vshare,irr_share,D1_exp_shannon,D0_richness,D2_inv_simpson,evenness_D1_D0
ANDAMAN AND NICOBAR ISLANDS|NORTH AND MIDDLE ANDAMAN,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,"output high, input high",0.0265958443199228,0.8120308466847734,-0.3004907756474409,0.0814274008651309,0.02,0.01,0.28,0.2846333508152054,5.166960913741756,17.307692307692307,3.524776335231139,0.3073129420984161
ANDAMAN AND NICOBAR ISLANDS|SOUTH ANDAMANS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,"output high, input high",0.19089646162802,0.0828469725303076,-0.6868997890622399,0.4708620753491369,0.0147058823529411,0.0147058823529411,0.1176470588235294,0.4472017425249704,4.376728277231785,15.066666666666666,3.1404733391087607,0.3054388020112883
ANDHRA PRADESH|ANANTAPUR,ANDHRA PRADESH,ANANTAPUR,"output low, input high",-0.2844566861653931,0.9780684755955484,-0.1697890405238616,0.8146158983830335,0.0171919770773638,0.1275071633237822,0.2792897896766741,0.3643225928140809,3.6377769160411018,28.73913043478261,2.2024331437591687,0.1276407963846255
ANDHRA PRADESH|CHITTOOR,ANDHRA PRADESH,CHITTOOR,"output high, input high",-0.1197846726424189,1.053058484393412,-0.2587948343763882,0.4349522780876426,0.0163934426229508,0.1878898950433972,0.2777777777777778,0.49413069810755,4.855517783175787,28.08695652173913,3.096267178945185,0.1785735879408718
ANDHRA PRADESH|EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,"output high, input high",0.0310135597857698,0.7428946944808072,-0.2998665581239225,0.2145224751931906,0.0112359550561797,0.226447709593777,0.320656871218669,0.6908097604526432,4.501884109317755,28.0,2.467733695668893,0.1639427743923202
ANDHRA PRADESH|GUNTUR,ANDHRA PRADESH,GUNTUR,"output low, input high",-0.2882287987754948,1.823841252139984,-0.1295684911021585,1.052710427168094,0.0253807106598984,0.0456852791878172,0.5786802030456852,0.687097993144235,6.510143763277058,24.82608695652174,4.552740801836601,0.2670218006741255
ANDHRA PRADESH|KADAPA,ANDHRA PRADESH,KADAPA,"output low, input high",-0.5302184838862766,0.8429163406451771,-0.3406835779406512,0.3201657360946605,0.0133333333333333,0.0474074074074074,0.2651851851851852,0.450260536744924,8.095350749513868,29.17391304347826,5.550661543319078,0.2806950840047884
ANDHRA PRADESH|KARIMNAGAR,ANDHRA PRADESH,KARIMNAGAR,"output high, input high",0.0460491171991349,1.0625845120707078,0.4293543111965847,0.4032868255094496,0.0278422273781902,0.1995359628770301,0.4501160092807424,0.681015348418424,5.051013066607032,23.1875,3.5513237826399413,0.2256135916359392
ANDHRA PRADESH|KHAMMAM,ANDHRA PRADESH,KHAMMAM,"output high, input high",-0.1013723240673502,1.88583018048094,1.8535812209254303,0.961457643621124,0.0401146131805157,0.1060171919770773,0.484240687679083,0.6900831890816452,6.5676801245119805,22.5,4.341677546519097,0.3088964796214529
ANDHRA PRADESH|KRISHNA,ANDHRA PRADESH,KRISHNA,"output low, input high",-0.4468546807135929,1.3132644571012355,-0.0632676474555144,0.7767804931049516,0.0173697270471464,0.0483870967741935,0.4092641832653601,0.7357102602142255,4.37883749311855,22.91304347826087,2.800868253525964,0.1982463805839922
ANDHRA PRADESH|KURNOOL,ANDHRA PRADESH,KURNOOL,"output low, input high",-0.2977617660299463,1.033659194778125,0.0974633748757934,0.7368015890190439,0.0071123755334281,0.1536273115220483,0.3485064011379801,0.3417014998861587,9.518452560987418,28.60869565217392,7.0262458651140935,0.339288594519851
ANDHRA PRADESH|MEDAK,ANDHRA PRADESH,MEDAK,"output low, input high",-0.1766147479822049,0.3307372539240333,0.1901833232716466,0.3955663953773924,0.0117647058823529,0.1843137254901961,0.2117647058823529,0.3779388084989591,10.167250147232664,28.875,7.4079470958795826,0.369811779322708
ANDHRA PRADESH|NALGONDA,ANDHRA PRADESH,NALGONDA,"output low, input high",-0.4148454742976086,0.7262091626191689,0.5420815687249672,0.6687257844527871,0.0227272727272727,0.0665584415584415,0.3084415584415584,0.5175604252227158,6.005345587033031,20.9375,4.095871532632387,0.2934952453668676
ANDHRA PRADESH|NIZAMABAD,ANDHRA PRADESH,NIZAMABAD,"output low, input high",-0.2905603323511681,1.0288852869453204,0.9170857088825812,0.4221133828706658,0.0163934426229508,0.1209016393442622,0.3299180327868852,0.6479727387428245,7.746514969622171,26.375,4.717054461668061,0.3035292723256971
ANDHRA PRADESH|PRAKASAM,ANDHRA PRADESH,PRAKASAM,"output low, input high",-0.4318518977549737,1.0476092462232798,-0.1435589963378711,0.4141795382750751,0.0142302716688227,0.0413971539456662,0.2884864165588616,0.3833756015489775,10.824277583674416,27.695652173913043,7.977105529522478,0.4016984623667358
ANDHRA PRADESH|RANGAREDDI,ANDHRA PRADESH,RANGAREDDI,"output low, input high",-0.2972067563433625,0.1899013163526598,-0.1132664020726963,0.526682153337676,0.0091463414634146,0.1341463414634146,0.2225609756097561,0.4066131725870029,10.365187062400516,28.0,7.545171826625136,0.3906285245075798
ANDHRA PRADESH|SRI POTTI SRIRAMULU NELLORE,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,"output low, input high",-0.5423839675425729,0.9823568383299096,-0.3211569579740584,0.4633000515774867,0.0075512405609492,0.0226537216828478,0.2409625524047277,0.6834425641137387,3.562489017770502,24.782608695652176,1.9781980373529549,0.1493481274983646
ANDHRA PRADESH|SRIKAKULAM,ANDHRA PRADESH,SRIKAKULAM,"output low, input high",-0.340577712667151,0.8013487467437849,-0.4341931918530874,0.3080193676763977,0.0236875800256081,0.0672215108834827,0.2319096812627494,0.6681366106778699,6.1759271847485495,25.217391304347824,3.434037696911011,0.2503159608599831
ANDHRA PRADESH|VISAKHAPATANAM,ANDHRA PRADESH,VISAKHAPATANAM,"output high, input high",-0.0239453078491943,-0.081248228505696,-0.6270528039933014,-0.4620278460310469,0.0170068027210884,0.2302721088435374,0.0948979591836734,0.5349722679857343,9.915395951822816,29.782608695652176,5.99716739959493,0.3399741951013285
ANDHRA PRADESH|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,"output low, input high",-0.3837219204515629,0.6829378068183833,-0.2222285829660828,0.1268421823603227,0.0198821796759941,0.0655375552282768,0.2304860088365243,0.5385778898382115,8.973387412022376,27.347826086956523,5.501154073742101,0.3359837111926645
ANDHRA PRADESH|WARANGAL,ANDHRA PRADESH,WARANGAL,"output low, input high",-0.4522944997387608,0.5388294586936119,0.0112754048569966,0.4185367207611543,0.0098039215686274,0.0980392156862745,0.3946078431372549,0.6398514992294823,6.778295067363455,21.8125,4.896625775426021,0.3213074164097297
ANDHRA PRADESH|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,"output high, input high",0.1394594638393692,1.3260372335677486,0.1603045513777544,0.8281330516139114,0.0201729106628242,0.2406340057636887,0.4697406340057637,0.7703040685784631,3.737017990464536,22.043478260869566,2.123935287570258,0.1705520857337893
ARUNACHAL PRADESH|ANJAW,ARUNACHAL PRADESH,ANJAW,"output low, input low",-0.7689982352845849,-0.7925463421969832,-0.9219210221268554,-2.046641025601549,0.003831417624521,0.0,0.0,0.6057234706140774,3.345634074228805,10.25,2.742420903145179,0.3433618536149195
ARUNACHAL PRADESH|CHANGLANG,ARUNACHAL PRADESH,CHANGLANG,"output low, input low",-0.4123528165614325,-0.6932140763135338,-0.5814476256767244,-1.233007933207787,0.0311919651317036,0.0640915160976704,0.0241704131877542,0.4718970407076009,4.117852074550269,11.08695652173913,2.86960596362022,0.382650937714785
ARUNACHAL PRADESH|DIBANG VALLEY,ARUNACHAL PRADESH,DIBANG VALLEY,"output low, input low",-0.8065488781983504,-0.7925463421969832,-0.9219210221268554,-1.7563557363974516,0.0,0.0,0.0,0.1979102642901045,3.7200333958189584,8.782608695652174,2.937072743927317,0.4505571776431751
ARUNACHAL PRADESH|EAST KAMENG,ARUNACHAL PRADESH,EAST KAMENG,"output low, input low",-0.7305832329693794,-0.6946254804946285,-0.7452062497124066,-1.6540427406055953,0.0,0.0229885057471264,0.0028796902188564,0.4831639515673993,2.830635595313652,8.956521739130435,2.066546991784859,0.3238676549615054
ARUNACHAL PRADESH|EAST SIANG,ARUNACHAL PRADESH,EAST SIANG,"output low, input low",-0.5072025591493455,-0.7344038175177161,-0.641681540108507,0.1963910252791624,0.0,0.0857142857142857,0.0,0.5089058524173028,3.92632047865435,11.304347826086955,2.807242269359523,0.3690239015745864
ARUNACHAL PRADESH|KURUNG KUMEY,ARUNACHAL PRADESH,KURUNG KUMEY,"output low, input low",-0.4511127820958738,-0.7815845768249748,-0.6872275583195859,-1.948620003260281,0.0476944567861813,0.0109225931002638,0.0,0.4786233613324023,4.138613671753356,8.444444444444445,3.222924630931196,0.5052439376062842
ARUNACHAL PRADESH|LOHIT,ARUNACHAL PRADESH,LOHIT,"output low, input low",-0.4745648517981012,-0.6958212174802456,-0.6776333130475712,-0.9468012024810044,0.0247406009971701,0.0339763490608376,0.0237479077118025,0.3950106162302445,3.4017833529241845,11.304347826086955,2.6702173798590625,0.3056887922162467
ARUNACHAL PRADESH|LOWER DIBANG VALLEY,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,"output high, input low",-0.0955894155898761,-0.6928432031055913,-0.7334969600817102,-1.0379118793487745,0.06570051094396,0.0700900029504587,0.0177306192318412,0.4815456344614917,4.042789346642539,11.833333333333334,3.0596368086483223,0.3621152812451081
ARUNACHAL PRADESH|LOWER SUBANSIRI,ARUNACHAL PRADESH,LOWER SUBANSIRI,"output low, input low",-0.5061509040824763,-0.7661591150270552,-0.6621549574469737,-0.9492221166667048,0.0014673638050261,0.0,0.0,0.3189259356543167,3.0540818034689745,9.782608695652174,2.133517899098538,0.3373129301918141
ARUNACHAL PRADESH|PAPUM PARE,ARUNACHAL PRADESH,PAPUM PARE,"output low, input low",-0.1540386655558073,-0.2840094754195941,-0.1008254271377497,-1.156166516870233,0.0149300349825087,0.1856827732815392,0.0527585162761111,0.1613693563425359,3.145795032446583,11.043478260869565,2.187095941719147,0.3013630170333963
ARUNACHAL PRADESH|TAWANG,ARUNACHAL PRADESH,TAWANG,"output low, input low",-0.7421369394172682,-0.7069294372101129,-0.889143701891006,-0.8664581437293456,0.0,0.0,0.0,0.1073675717955893,5.610152745388318,8.347826086956522,4.992565514800645,0.6887263292252167
ARUNACHAL PRADESH|TIRAP,ARUNACHAL PRADESH,TIRAP,"output low, input low",-0.7267940321819647,-0.7462072956834709,-0.5924067159744049,-1.5296155262410984,0.0,0.0206185567010309,0.0,0.3587733856570078,3.486434628775522,8.869565217391305,3.041097289463804,0.4260284509637373
ARUNACHAL PRADESH|UPPER SIANG,ARUNACHAL PRADESH,UPPER SIANG,"output low, input low",-0.7106162034180151,-0.7623396530365465,-0.6592375337118914,-1.42831013851995,0.0,0.0,0.0212765957446808,0.300473077029482,3.0591124668714467,8.434782608695652,2.1710018736319854,0.3926845557989643
ARUNACHAL PRADESH|UPPER SUBANSIRI,ARUNACHAL PRADESH,UPPER SUBANSIRI,"output low, input low",-0.7220926019307536,-0.7913134631005713,-0.9037569454652852,-1.5711707765821694,0.0,0.0040650406504065,0.0,0.3859073476083565,3.6688006722893713,9.608695652173912,2.6231278995621987,0.4059081687082708
ARUNACHAL PRADESH|WEST KAMENG,ARUNACHAL PRADESH,WEST KAMENG,"output high, input low",-0.1518138838578039,-0.713462203817822,-0.9041717555479704,-0.4350739764788759,0.075376365898688,0.048470569434274,0.0075757575757575,0.3783603572540134,4.512136334531232,8.08695652173913,3.3328571021614395,0.5614285001593476
ARUNACHAL PRADESH|WEST SIANG,ARUNACHAL PRADESH,WEST SIANG,"output low, input low",-0.6397179232213792,-0.7620622871020735,0.0027577258655456,-1.1152034095058987,0.0143804959200479,0.0076033402577308,0.0082068327450913,0.4488362689882707,2.548917992771116,11.08695652173913,1.82915109723064,0.2527143473439374
ASSAM|BAKSA,ASSAM,BAKSA,"output high, input low",0.0850049820436116,-0.4853941849496317,-0.4443913270385435,-0.4716652695676706,0.0151898734177215,0.2227848101265822,0.1443037974683544,0.3870240853751322,3.343383558751379,31.066666666666663,1.7683897226577157,0.1076686774140481
