pc11_state_id,pc11_district_id,n_villages,shg_per_1000hh,bpl_share,villages_per_100k_pop,viirs_mean,log_viirs,ec13_count_all,ec13_emp_all,estab_per_1000pop,nonfarm_emp_per_1000pop,idx_output_market,idx_input_supply,idx_postharvest,idx_connectivity,m_mandi_vshare,m_mandi_n,m_regular_market_vshare,m_regular_market_n,m_weekly_haat_vshare,m_weekly_haat_n,m_fpo_vshare,m_fpo_n,m_fert_shop_vshare,m_fert_shop_n,m_seed_centre_vshare,m_seed_centre_n,m_soil_test_vshare,m_soil_test_n,m_custom_hire_vshare,m_custom_hire_n,m_storage_vshare,m_storage_n,m_farmgate_proc_vshare,m_farmgate_proc_n,m_pasture_vshare,m_pasture_n,m_livestock_ext_vshare,m_livestock_ext_n,m_pds_vshare,m_pds_n,m_pucca_road_vshare,m_pucca_road_n,m_public_transport_vshare,m_public_transport_n,m_bank_vshare,m_bank_n,m_atm_vshare,m_atm_n,m_railway_vshare,m_railway_n,m_no_electricity_vshare,m_no_electricity_n,m_vet_vshare,m_vet_n,m_milk_route_vshare,m_milk_route_n,m_csc_vshare,m_csc_n
01,011,46,26.11202635914333,0.46902800658978583,58.73040192022879,0.5981084857077017,0.46882073346761627,9246.0,20768.0,118.04810785965988,265.1549971911547,1.000423401448833,-0.058636118664161616,0.634792457216218,0.058983431414364185,0.021739130434782608,1.0,0.7391304347826086,34.0,0.0,0.0,0.06521739130434782,3.0,0.2608695652173913,12.0,0.021739130434782608,1.0,0.043478260869565216,2.0,0.08695652173913043,4.0,0.021739130434782608,1.0,0.391304347826087,18.0,0.391304347826087,18.0,0.08695652173913043,4.0,0.8695652173913043,40.0,0.6521739130434783,30.0,0.9130434782608695,42.0,0.043478260869565216,2.0,0.043478260869565216,2.0,0.0,0.0,0.0,0.0,0.30434782608695654,14.0,0.21739130434782608,10.0,0.2391304347826087,11.0
01,012,126,7.977500743665323,0.6144568538900457,58.37873901923719,1.0706530579767948,0.7278640444670474,24266.0,50343.0,112.43003817784202,233.2508617813855,0.029613173888656696,0.17284710183528307,-0.2039004471122633,0.5436282705348167,0.007936507936507936,1.0,0.30952380952380953,39.0,0.031746031746031744,4.0,0.07142857142857142,9.0,0.5158730158730159,65.0,0.023809523809523808,3.0,0.015873015873015872,2.0,0.06349206349206349,8.0,0.05555555555555555,7.0,0.10317460317460317,13.0,0.4365079365079365,55.0,0.19047619047619047,24.0,0.8968253968253969,113.0,0.7380952380952381,93.0,0.8968253968253969,113.0,0.15079365079365079,19.0,0.1349206349206349,17.0,0.023809523809523808,3.0,0.007936507936507936,1.0,0.31746031746031744,40.0,0.09523809523809523,12.0,0.2222222222222222,28.0
01,013,71,12.912105918594744,0.398505603985056,80.88494970323198,0.7244822431299615,0.5449268565194562,8902.0,15945.0,101.413777782841,181.6493694391597,-0.3316576191787161,0.059270879156888334,0.08567055038242272,0.3003446178785997,0.028169014084507043,2.0,0.11267605633802817,8.0,0.014084507042253521,1.0,0.028169014084507043,2.0,0.5352112676056338,38.0,0.028169014084507043,2.0,0.0,0.0,0.014084507042253521,1.0,0.15492957746478872,11.0,0.014084507042253521,1.0,0.6056338028169014,43.0,0.0,0.0,0.8591549295774648,61.0,0.7323943661971831,52.0,0.8450704225352113,60.0,0.18309859154929578,13.0,0.09859154929577464,7.0,0.0,0.0,0.0,0.0,0.19718309859154928,14.0,0.014084507042253521,1.0,0.15492957746478872,11.0
01,014,141,11.554491808690628,0.48039862996739985,46.24103055187522,0.477285460388279,0.39020625527998776,43943.0,84551.0,144.11131954191865,277.2854875313193,0.09019684803553603,0.26476448760601234,-0.4476237005037248,0.45631525648937626,0.0070921985815602835,1.0,0.36879432624113473,52.0,0.0070921985815602835,1.0,0.06382978723404255,9.0,0.574468085106383,81.0,0.03546099290780142,5.0,0.028368794326241134,4.0,0.03546099290780142,5.0,0.014184397163120567,2.0,0.10638297872340426,15.0,0.49645390070921985,70.0,0.02127659574468085,3.0,0.75177304964539,106.0,0.5815602836879432,82.0,0.8297872340425532,117.0,0.09219858156028368,13.0,0.06382978723404255,9.0,0.05673758865248227,8.0,0.0070921985815602835,1.0,0.14184397163120568,20.0,0.0425531914893617,6.0,0.24113475177304963,34.0
01,015,98,9.53683956380025,0.512534706852843,65.13099304826339,0.3194008648607861,0.2771777433019364,20704.0,34434.0,137.59919184400462,228.8490423085614,-0.09341669883636887,0.3013872185945705,-0.3731985011663356,0.2030215710019253,0.0,0.0,0.3163265306122449,31.0,0.0,0.0,0.01020408163265306,1.0,0.6326530612244898,62.0,0.030612244897959183,3.0,0.02040816326530612,2.0,0.030612244897959183,3.0,0.04081632653061224,4.0,0.08163265306122448,8.0,0.6224489795918368,61.0,0.10204081632653061,10.0,0.7857142857142857,77.0,0.7653061224489796,75.0,0.8571428571428571,84.0,0.08163265306122448,8.0,0.07142857142857142,7.0,0.0,0.0,0.0,0.0,0.15306122448979592,15.0,0.030612244897959183,3.0,0.07142857142857142,7.0
01,016,153,28.533214444939812,0.546391241888344,147.40310413595768,0.287494118400909,0.25269778531301607,8785.0,17000.0,84.63635750551558,163.78122681773075,-0.21400660376690203,-0.4344332408704171,-0.5112792078422412,-0.3214479136228535,0.032679738562091505,5.0,0.13725490196078433,21.0,0.026143790849673203,4.0,0.0457516339869281,7.0,0.0915032679738562,14.0,0.06535947712418301,10.0,0.013071895424836602,2.0,0.0196078431372549,3.0,0.058823529411764705,9.0,0.013071895424836602,2.0,0.16339869281045752,25.0,0.10457516339869281,16.0,0.43790849673202614,67.0,0.3790849673202614,58.0,0.7712418300653595,118.0,0.0784313725490196,12.0,0.06535947712418301,10.0,0.013071895424836602,2.0,0.013071895424836602,2.0,0.12418300653594772,19.0,0.006535947712418301,1.0,0.0915032679738562,14.0
01,017,42,0.16732667744994142,0.5271348095264655,39.45662589481991,0.6061242942658125,0.4738240062196289,6162.0,11586.0,57.888506848542924,108.84392086128177,-0.1392636215404862,-0.22279468028458255,-0.7749433559899113,-0.32232486420956596,0.0,0.0,0.23809523809523808,10.0,0.047619047619047616,2.0,0.047619047619047616,2.0,0.08791118805858406,3.6922698984605304,0.14285714285714285,6.0,0.023809523809523808,1.0,0.023809523809523808,1.0,0.023809523809523808,1.0,0.0,0.0,0.394128349720455,16.55339068825911,0.09523809523809523,4.0,0.47619047619047616,20.0,0.21428571428571427,9.0,0.7151926541316319,30.03809147352854,0.06410166424906025,2.6922698984605304,0.11172071186810786,4.69226989846053,0.047619047619047616,2.0,0.047619047619047616,2.0,0.047619047619047616,2.0,0.0,0.0,0.31283045738574816,13.138879210201422
01,018,54,13.00836251876206,0.5805160460295905,90.40834435533827,0.0659616398388183,0.06387733995435056,7718.0,14427.0,129.2169632841668,241.54096000267876,-0.5143095263212182,-0.5204737211999166,-0.44433165695952126,-0.40413212024449613,0.0,0.0,0.12962962962962962,7.0,0.0,0.0,0.037037037037037035,2.0,0.018518518518518517,1.0,0.09259259259259259,5.0,0.0,0.0,0.018518518518518517,1.0,0.05555555555555555,3.0,0.037037037037037035,2.0,0.37037037037037035,20.0,0.05555555555555555,3.0,0.6296296296296297,34.0,0.4444444444444444,24.0,0.5555555555555556,30.0,0.1111111111111111,6.0,0.05555555555555555,3.0,0.018518518518518517,1.0,0.2037037037037037,11.0,0.12962962962962962,7.0,0.0,0.0,0.14814814814814814,8.0
01,019,231,21.51359615594627,0.5282297695751884,76.04788053569312,0.7056025672206349,0.5339184601598286,16704.0,36477.0,54.991506340615494,120.0865168095445,-0.27365266363586166,-0.231424092759297,-0.7048669651517888,0.002743644194779876,0.008658008658008658,2.0,0.19047619047619047,44.0,0.017316017316017316,4.0,0.05627705627705628,13.0,0.12554112554112554,29.0,0.1341991341991342,31.0,0.017316017316017316,4.0,0.012987012987012988,3.0,0.017316017316017316,4.0,0.030303030303030304,7.0,0.4805194805194805,111.0,0.1471861471861472,34.0,0.48484848484848486,112.0,0.5281385281385281,122.0,0.8398268398268398,194.0,0.09956709956709957,23.0,0.05627705627705628,13.0,0.012987012987012988,3.0,0.004329004329004329,1.0,0.1471861471861472,34.0,0.04329004329004329,10.0,0.17316017316017315,40.0
01,020,37,5.645628257093225,0.49276201505500866,109.8868462475127,0.4420088263570739,0.3660371597573907,10506.0,24530.0,312.01924504766714,728.5200914733747,-0.319107179314485,-0.6078136843873543,-0.9219210221268554,-0.6053332548072498,0.0,0.0,0.21621621621621623,8.0,0.0,0.0,0.02702702702702703,1.0,0.02702702702702703,1.0,0.02702702702702703,1.0,0.02702702702702703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,24.0,0.10810810810810811,4.0,0.4864864864864865,18.0,0.35135135135135137,13.0,0.7027027027027027,26.0,0.05405405405405406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,1.0,0.0,0.0,0.08108108108108109,3.0
01,021,240,9.155431682654914,0.2561900440757065,83.04239660356598,3.1745046817845544,1.428995712171125,66717.0,162125.0,230.84748225833798,560.9686895563806,-0.6574740871163711,-0.2433849713277984,-0.8310380248045919,0.07238777748155574,0.004166666666666667,1.0,0.05416666666666667,13.0,0.0,0.0,0.020833333333333332,5.0,0.26060311284046694,62.54474708171206,0.058333333333333334,14.0,0.0125,3.0,0.004166666666666667,1.0,0.0,0.0,0.025,6.0,0.15,36.0,0.09583333333333334,23.0,0.6625,159.0,0.5666666666666667,136.0,0.8208333333333333,197.0,0.07916666666666666,19.0,0.05,12.0,0.020833333333333332,5.0,0.008333333333333333,2.0,0.12310311284046693,29.544747081712064,0.0375,9.0,0.09583333333333334,23.0
